timestamp,close,open,high,low,volume
2023-01-01 00:00:00,1.100071245739191,1.100071245739191,1.1002336492001181,1.0999723662230796,329
2023-01-01 00:01:00,1.1002387898743347,1.100071245739191,1.100348522297478,1.1000104146917549,414
2023-01-01 00:02:00,1.1002130274117696,1.1002387898743347,1.100309434054216,1.1000643921684436,263
2023-01-01 00:03:00,1.1001872673587463,1.1002130274117696,1.1003656812138987,1.1000630328412466,691
2023-01-01 00:04:00,1.1003610103419534,1.1001872673587463,1.1004189691122752,1.1000447703580403,488
2023-01-01 00:05:00,1.1004454558673475,1.1003610103419534,1.1005502089793326,1.1002025412316745,808
2023-01-01 00:06:00,1.1003937927718828,1.1004454558673475,1.1005553025203425,1.1002629027124096,266
2023-01-01 00:07:00,1.1004534957422996,1.1003937927718828,1.1005246936829163,1.1002653309932067,202
2023-01-01 00:08:00,1.1004024987802952,1.1004534957422996,1.1005493984922334,1.1002818028126755,253
2023-01-01 00:09:00,1.1003512497618366,1.1004024987802952,1.100531423743436,1.100281813901277,912
2023-01-01 00:10:00,1.1003778741106278,1.1003512497618366,1.1005097581638554,1.100285175431477,866
2023-01-01 00:11:00,1.1001673409858084,1.1003778741106278,1.1005185551554744,1.1000111828162786,242
2023-01-01 00:12:00,1.099977571159287,1.1001673409858084,1.100285407359928,1.0998673856078027,878
2023-01-01 00:13:00,1.0999157207922161,1.099977571159287,1.1000648624997809,1.099818735202744,711
2023-01-01 00:14:00,1.0998043179050399,1.0999157207922161,1.0999720626902263,1.0997117258626972,201
2023-01-01 00:15:00,1.0998388789623676,1.0998043179050399,1.0999605176050227,1.0996823189760025,753
2023-01-01 00:16:00,1.0997390109442384,1.0998388789623676,1.099955792440573,1.0996528190736652,834
2023-01-01 00:17:00,1.0995836943966724,1.0997390109442384,1.099863683637516,1.0994302834485399,968
2023-01-01 00:18:00,1.0997448547454742,1.0995836943966724,1.0999021988491648,1.099467101651259,791
2023-01-01 00:19:00,1.099720025112996,1.0997448547454742,1.0998259918878608,1.0995585972597166,301
2023-01-01 00:20:00,1.0997274513248916,1.099720025112996,1.0998601371575312,1.099660459743748,957
2023-01-01 00:21:00,1.0995707678557312,1.0997274513248916,1.099804461128065,1.0994454850487163,416
2023-01-01 00:22:00,1.0995109091226898,1.0995707678557312,1.099712150353836,1.0993577502519982,374
2023-01-01 00:23:00,1.099523105182435,1.0995109091226898,1.0995814543353875,1.0993771277183686,682
2023-01-01 00:24:00,1.0993965507792058,1.099523105182435,1.0996076458280521,1.0993182539128568,936
2023-01-01 00:25:00,1.0994378548897563,1.0993965507792058,1.099521176332083,1.099290679430754,776
2023-01-01 00:26:00,1.0993718183984755,1.0994378548897563,1.0995861389722763,1.0993070525404427,784
2023-01-01 00:27:00,1.099339750409663,1.0993718183984755,1.0994869929096858,1.0991964947120745,235
2023-01-01 00:28:00,1.099273602409972,1.099339750409663,1.0994401578469817,1.099143271427785,426
2023-01-01 00:29:00,1.0994772184612271,1.099273602409972,1.0995590566986868,1.0991581101542733,660
2023-01-01 00:30:00,1.099475734472116,1.0994772184612271,1.0995676832035286,1.0994096279574763,381
2023-01-01 00:31:00,1.0993594417220687,1.099475734472116,1.0996100171588907,1.0992747711693125,298
2023-01-01 00:32:00,1.0994498689736047,1.0993594417220687,1.0995983195579238,1.0992799651309764,962
2023-01-01 00:33:00,1.099315643334505,1.0994498689736047,1.0995149466715624,1.0991803308935855,351
2023-01-01 00:34:00,1.099338604036236,1.099315643334505,1.0993951664876724,1.099253980087921,834
2023-01-01 00:35:00,1.0991231699344004,1.099338604036236,1.0994539101120326,1.0990341357849112,450
2023-01-01 00:36:00,1.0989771859283675,1.0991231699344004,1.0992701778692764,1.0989193717243178,591
2023-01-01 00:37:00,1.0989988205290688,1.0989771859283675,1.0990562699237223,1.0988710948275067,735
2023-01-01 00:38:00,1.0990799779191103,1.0989988205290688,1.0991985244429925,1.0988398068762715,403
2023-01-01 00:39:00,1.0990988126637808,1.0990799779191103,1.099243308662164,1.0989557478032095,408
2023-01-01 00:40:00,1.0990861017747948,1.0990988126637808,1.0991662333272068,1.0989370665230447,606
2023-01-01 00:41:00,1.0990530078860934,1.0990861017747948,1.0991808367623441,1.0989192853910672,949
2023-01-01 00:42:00,1.0988905104820195,1.0990530078860934,1.0991190279881202,1.0987582584041111,198
2023-01-01 00:43:00,1.0988114074850566,1.0988905104820195,1.0989496566633292,1.0986821688489208,108
2023-01-01 00:44:00,1.0987607919714306,1.0988114074850566,1.0989206319210132,1.0986041105368887,114
2023-01-01 00:45:00,1.0988769444168796,1.0987607919714306,1.0990049409129197,1.0986800130763075,999
2023-01-01 00:46:00,1.0989147038384883,1.0988769444168796,1.0990710194380686,1.0988035056594476,537
2023-01-01 00:47:00,1.0987209607634698,1.0989147038384883,1.099003542373969,1.0986167261423925,125
2023-01-01 00:48:00,1.098756568548492,1.0987209607634698,1.098840133991872,1.0986583708802888,961
2023-01-01 00:49:00,1.098714257379988,1.098756568548492,1.098879948288614,1.0986217903469213,577
2023-01-01 00:50:00,1.098639882994701,1.098714257379988,1.0988732582630598,1.098507151859944,350
2023-01-01 00:51:00,1.0987070841913416,1.098639882994701,1.0987824246021556,1.0985535786407152,180
2023-01-01 00:52:00,1.098820360839258,1.0987070841913416,1.0988883393285531,1.0986369353625016,146
